"ID","CHR","MAPINFO","custom_Name","chr","custom_Group","repName","repClass","repFamily"
"cg00452039","7",151571753,"PRKAG2","chr7","Body","AluJb","SINE","Alu"
"cg24919101","7",151653150,"GALNTL5","chr7","TSS1500","AluY","SINE","Alu"
"cg13392351","7",151775581,"GALNT11","chr7","5'UTR","AluSp","SINE","Alu"
"cg01635827","7",151775577,"GALNT11","chr7","5'UTR","AluSp","SINE","Alu"
"cg03751362","7",151790040,"GALNT11","chr7","5'UTR","AluSx","SINE","Alu"
"cg05161215","7",152034101,"KMT2C","chr7","Body","AluJb","SINE","Alu"
"cg25185351","7",152062761,"KMT2C","chr7","Body","FLAM_C","SINE","Alu"
"cg11754921","7",152092493,"KMT2C","chr7","Body","AluJb","SINE","Alu"
"cg23455796","7",152098456,"KMT2C","chr7","Body","AluSx","SINE","Alu"
"cg09529564","7",152098493,"KMT2C","chr7","Body","AluSz","SINE","Alu"
"cg00538509","7",152101445,"KMT2C","chr7","Body","AluSx","SINE","Alu"
"cg14603046","7",152157902,"","chr7","","AluJb","SINE","Alu"
"cg05036547","7",152159817,"LINC01003","chr7","TSS1500","AluSx1","SINE","Alu"
"cg11567723","7",152163944,"","chr7","","AluSx3","SINE","Alu"
"cg14742851","7",152164519,"","chr7","","AluJb","SINE","Alu"
"cg00487053","7",152316218,"","chr7","","AluSp","SINE","Alu"
"cg17196155","7",152345227,"XRCC2","chr7","3'UTR","AluSx1","SINE","Alu"
"cg20864326","7",152371422,"XRCC2","chr7","Body","AluSx","SINE","Alu"
"cg06384958","7",152461440,"ACTR3B","chr7","Body","AluSc8","SINE","Alu"
"cg09303484","7",152700764,"","chr7","","AluSc","SINE","Alu"
"cg11978700","7",154241045,"DPP6","chr7","Body","AluSz","SINE","Alu"
"cg22402701","7",154543037,"DPP6","chr7","Body","AluSx1","SINE","Alu"
"ch.7.3273335R","7",154752264,"PAXIP1","chr7","Body","AluJb","SINE","Alu"
"cg11541252","7",154859334,"AC093726.4","chr7","3'UTR","AluSz","SINE","Alu"
"cg22551062","7",155440393,"RBM33","chr7","Body","AluJo","SINE","Alu"
"cg26313657","7",155440364,"RBM33","chr7","Body","AluJo","SINE","Alu"
"cg24903485","7",156108905,"","chr7","","AluSx1","SINE","Alu"
"cg04635069","7",156636277,"LMBR1","chr7","Body","AluSz6","SINE","Alu"
"cg26496899","7",156682654,"LMBR1","chr7","Body","AluJb","SINE","Alu"
"cg10004280","7",156763389,"NOM1","chr7","3'UTR","AluSx","SINE","Alu"
"cg12021430","7",156952445,"UBE3C","chr7","Body","AluSz","SINE","Alu"
"cg11593005","7",157050710,"UBE3C","chr7","Body","AluJb","SINE","Alu"
"cg23190054","7",157095546,"","chr7","","AluSc","SINE","Alu"
"cg17833937","7",157142583,"DNAJB6","chr7","5'UTR","AluSx","SINE","Alu"
"cg00004836","7",157155664,"DNAJB6","chr7","Body","AluJr","SINE","Alu"
"cg06504624","7",157157215,"DNAJB6","chr7","Body","FLAM_A","SINE","Alu"
"cg04601045","7",157416840,"PTPRN2","chr7","Body","AluSq2","SINE","Alu"
"cg00461149","7",157452656,"PTPRN2","chr7","Body","AluSx1","SINE","Alu"
"cg27343380","7",158617671,"ESYT2","chr7","Body","FLAM_A","SINE","Alu"
"cg11300183","8",6029224,"RP11-124B13.1","chr8","3'UTR","AluJo","SINE","Alu"
"cg08615088","8",21889250,"NPM2","chr8","Body","AluSz","SINE","Alu"
"cg24480555","8",146276606,"C8orf33","chr8","TSS1500","AluY","SINE","Alu"
"cg11489821","8",180799,"RPL23AP53","chr8","Body","AluSq2","SINE","Alu"
"cg06016675","8",624595,"ERICH1","chr8","Body","AluSz6","SINE","Alu"
"cg06515617","8",788006,"CTD-3212A4.1","chr8","5'UTR","AluSz","SINE","Alu"
"cg02726281","8",926333,"CTD-3212A4.1","chr8","5'UTR","AluY","SINE","Alu"
"cg26321366","8",1496347,"DLGAP2","chr8","5'UTR","AluSx1","SINE","Alu"
"cg06577028","8",1638304,"DLGAP2","chr8","Body","AluSx","SINE","Alu"
"cg07051604","8",1684750,"","chr8","","AluJb","SINE","Alu"
"cg12441246","8",1972838,"","chr8","","AluSz","SINE","Alu"
"cg24282259","8",1997196,"MYOM2","chr8","5'UTR","AluY","SINE","Alu"
"cg17005370","8",2341628,"","chr8","","AluJb","SINE","Alu"
"cg03053277","8",2370443,"AC133633.2","chr8","TSS1500","AluSx1","SINE","Alu"
"cg08051418","8",2537554,"LOC101927815","chr8","Body","AluSx1","SINE","Alu"
"cg05265089","8",6259667,"","chr8","","AluY","SINE","Alu"
"cg19361430","8",6501499,"MCPH1","chr8","3'UTR","AluSz","SINE","Alu"
"cg10480824","8",6570636,"AGPAT5","chr8","Body","AluJr","SINE","Alu"
"cg02969380","8",6691018,"XKR5","chr8","Body","AluSz6","SINE","Alu"
"cg08292935","8",6695409,"GS1-24F4.2","chr8","5'UTR","AluSz","SINE","Alu"
"cg12667818","8",7750650,"DEFB4A","chr8","TSS1500","AluSz6","SINE","Alu"
"cg08112003","8",7774161,"","chr8","","AluYa5","SINE","Alu"
"cg16300553","8",8131077,"","chr8","","AluSz","SINE","Alu"
"cg02227026","8",8173791,"","chr8","","AluSp","SINE","Alu"
"cg02527252","8",8178889,"PRAGMIN","chr8","Body","AluJb","SINE","Alu"
"cg08007339","8",8228386,"PRAGMIN","chr8","Body","AluSz","SINE","Alu"
"cg21722370","8",8274603,"CTA-398F10.1","chr8","3'UTR","FLAM_C","SINE","Alu"
"cg12253571","8",8283032,"CTA-398F10.1","chr8","TSS1500","AluSq2","SINE","Alu"
"cg17288636","8",8283028,"CTA-398F10.1","chr8","TSS1500","AluSq2","SINE","Alu"
"cg07364694","8",8383424,"","chr8","","AluSx","SINE","Alu"
"cg24433000","8",8395758,"","chr8","","AluSz","SINE","Alu"
"cg04442042","8",8716726,"MFHAS1","chr8","Body","AluSz","SINE","Alu"
"cg12182183","8",8811697,"","chr8","","AluJo","SINE","Alu"
"cg12587185","8",8847353,"","chr8","","AluSx","SINE","Alu"
"cg17802537","8",8857094,"","chr8","","AluJb","SINE","Alu"
"cg02474755","8",8910816,"ERI1","chr8","5'UTR","AluSz","SINE","Alu"
"cg23999337","8",9045328,"RP11-10A14.5","chr8","TSS1500","AluJo","SINE","Alu"
"cg27274848","8",9105451,"RP11-115J16.1","chr8","TSS1500","AluY","SINE","Alu"
"cg11324041","8",9145784,"U6","chr8","TSS1500","AluSz6","SINE","Alu"
"cg10485057","8",9640656,"","chr8","","AluY","SINE","Alu"
"cg08596752","8",10008710,"MSRA","chr8","Body","AluSz6","SINE","Alu"
"cg03587301","8",10088585,"MSRA","chr8","Body","AluSq2","SINE","Alu"
"cg27519910","8",10264504,"MSRA","chr8","Body","AluJb","SINE","Alu"
"cg06790450","8",10333242,"LINCR-0001","chr8","Body","AluSx","SINE","Alu"
"cg17981470","8",10470999,"RP1L1","chr8","Body","AluJo","SINE","Alu"
"cg21640943","8",10640194,"PINX1","chr8","Body","AluSx","SINE","Alu"
"cg21300361","8",10982332,"XKR6","chr8","Body","AluY","SINE","Alu"
"cg07802551","8",11125765,"LINC00529","chr8","TSS1500","FAM","SINE","Alu"
"cg10894718","8",11184217,"MTMR9","chr8","3'UTR","AluY","SINE","Alu"
"cg04291970","8",11226339,"C8orf12","chr8","Body","AluJr","SINE","Alu"
"cg27625887","8",11550841,"GATA4","chr8","5'UTR","AluJb","SINE","Alu"
"cg26020513","8",11568356,"GATA4","chr8","Body","AluSc","SINE","Alu"
"cg25945788","8",11570318,"GATA4","chr8","Body","AluJb","SINE","Alu"
"cg20675879","8",11659124,"FDFT1","chr8","5'UTR","AluSq2","SINE","Alu"
"cg19422969","8",11659120,"FDFT1","chr8","5'UTR","AluSq2","SINE","Alu"
"cg02711665","8",11664728,"FDFT1","chr8","Body","AluJr4","SINE","Alu"
"cg15220648","8",11707695,"CTSB","chr8","Body","AluSg","SINE","Alu"
"cg16624891","8",11717853,"CTSB","chr8","5'UTR","AluSq2","SINE","Alu"
"cg22654980","8",11721826,"CTSB","chr8","5'UTR","AluJb","SINE","Alu"
"cg16687420","8",11726495,"CTSB","chr8","TSS1500","AluSp","SINE","Alu"
"cg12807628","8",11838843,"DEFB135","chr8","TSS1500","AluJo","SINE","Alu"
"cg02015439","8",11870338,"","chr8","","AluJb","SINE","Alu"
"cg02230089","8",12048124,"FAM86B1","chr8","Body","AluSx","SINE","Alu"
"cg20627643","8",12296542,"AC130352.1","chr8","5'UTR","AluSx","SINE","Alu"
"cg21502732","8",12698029,"","chr8","","AluSx","SINE","Alu"
"cg17477493","8",12748272,"","chr8","","AluSx","SINE","Alu"
"cg00137745","8",12869940,"C8orf79","chr8","Body","AluSx","SINE","Alu"
"cg06043512","8",12958533,"DLC1","chr8","Body","AluJr","SINE","Alu"
"cg22860556","8",12965298,"DLC1","chr8","Body","AluSg7","SINE","Alu"
"cg12723258","8",13017523,"DLC1","chr8","Body","AluSg","SINE","Alu"
"cg07270499","8",13134569,"DLC1","chr8","Body","AluJr","SINE","Alu"
"cg22452650","8",13214515,"DLC1","chr8","Body","AluSz6","SINE","Alu"
"cg16197751","8",15424279,"TUSC3","chr8","Body","AluJb","SINE","Alu"
"cg15146435","8",15829380,"RP11-77B22.2","chr8","TSS1500","AluY","SINE","Alu"
"cg16649001","8",16889074,"EFHA2","chr8","Body","AluSx1","SINE","Alu"
"cg00039452","8",16972354,"MICU3","chr8","Body","AluYa5","SINE","Alu"
"cg20553524","8",17399996,"SLC7A2","chr8","Body","AluJo","SINE","Alu"
"cg25667409","8",17399899,"SLC7A2","chr8","Body","AluJo","SINE","Alu"
"cg25884094","8",17785204,"PCM1","chr8","5'UTR","AluSg","SINE","Alu"
"cg00562368","8",17980563,"","chr8","","AluJb","SINE","Alu"
"cg06450790","8",18027713,"NAT1","chr8","TSS1500","AluJr","SINE","Alu"
"cg02032682","8",18068593,"NAT1","chr8","5'UTR","AluSx1","SINE","Alu"
"cg08783934","8",18523840,"PSD3","chr8","Body","AluSx","SINE","Alu"
"cg03211546","8",19117043,"RP11-1080G15.1","chr8","TSS200","AluY","SINE","Alu"
"cg26042512","8",19117049,"RP11-1080G15.1","chr8","TSS200","AluY","SINE","Alu"
"cg00193281","8",19118062,"RP11-1080G15.1","chr8","TSS1500","AluSz","SINE","Alu"
"cg13347170","8",19205664,"SH2D4A","chr8","Body","AluJo","SINE","Alu"
"cg14722693","8",19436451,"CSGALNACT1","chr8","5'UTR","AluJr","SINE","Alu"
"cg08458378","8",19439049,"CSGALNACT1","chr8","5'UTR","AluSc5","SINE","Alu"
"cg20379866","8",19673150,"INTS10","chr8","TSS1500","AluJb","SINE","Alu"
"cg07473318","8",19845961,"","chr8","","AluSx","SINE","Alu"
"cg18047595","8",20041698,"SLC18A1","chr8","TSS1500","AluSz","SINE","Alu"
"cg13857100","8",20041700,"SLC18A1","chr8","TSS1500","AluSz","SINE","Alu"
"cg12855271","8",20090225,"","chr8","","AluSz","SINE","Alu"
"cg20101349","8",20158134,"LZTS1","chr8","5'UTR","AluY","SINE","Alu"
"cg16284000","8",21638355,"GFRA2","chr8","Body","AluJr","SINE","Alu"
"cg05083643","8",21720481,"","chr8","","AluJr","SINE","Alu"
"cg00255726","8",21769114,"DOK2","chr8","Body","AluSq2","SINE","Alu"
"cg02129877","8",21871837,"","chr8","","AluY","SINE","Alu"
"cg21212977","8",21923551,"EPB49","chr8","5'UTR","AluJr","SINE","Alu"
"cg25407543","8",21945413,"FAM160B2","chr8","TSS1500","AluJr","SINE","Alu"
"cg19570759","8",21958823,"FAM160B2","chr8","Body","AluSx","SINE","Alu"
"cg17954436","8",21968381,"NUDT18","chr8","TSS1500","AluJr","SINE","Alu"
"cg19516009","8",22018080,"SFTPC","chr8","TSS1500","AluJb","SINE","Alu"
"cg00697642","8",22091294,"PHYHIP","chr8","TSS1500","AluSx1","SINE","Alu"
"cg14697605","8",22240140,"SLC39A14","chr8","5'UTR","AluJo","SINE","Alu"
"cg18042586","8",22288224,"SLC39A14","chr8","Body","AluSz6","SINE","Alu"
"cg22597252","8",22291471,"SLC39A14","chr8","Body","AluSx","SINE","Alu"
"cg14742788","8",22291485,"SLC39A14","chr8","Body","AluSx","SINE","Alu"
"cg19915577","8",22291507,"SLC39A14","chr8","Body","AluSx","SINE","Alu"
"cg11786283","8",22497817,"BIN3","chr8","Body","AluSz6","SINE","Alu"
"cg04868238","8",22501100,"FLJ14107","chr8","TSS1500","AluJr","SINE","Alu"
"cg05747874","8",22677410,"PEBP4","chr8","Body","AluY","SINE","Alu"
"cg18444544","8",22852741,"RHOBTB2","chr8","Body","AluJr","SINE","Alu"
"cg06905516","8",23022704,"TNFRSF10D","chr8","TSS1500","AluSg","SINE","Alu"
"cg18145806","8",23022692,"TNFRSF10D","chr8","TSS1500","AluSg","SINE","Alu"
"cg00217442","8",23022694,"TNFRSF10D","chr8","TSS1500","AluSg","SINE","Alu"
"cg06983423","8",23088927,"RP11-1149O23.4","chr8","TSS1500","AluJb","SINE","Alu"
"cg02517883","8",23192859,"LOC100507156","chr8","TSS1500","AluSx","SINE","Alu"
"cg05301945","8",23218703,"LOXL2","chr8","Body","AluSc8","SINE","Alu"
"cg09238382","8",23290300,"ENTPD4","chr8","3'UTR","AluY","SINE","Alu"
"cg10385197","8",23627266,"AC012119.1","chr8","TSS1500","AluJb","SINE","Alu"
"cg02295414","8",23934479,"","chr8","","AluSx","SINE","Alu"
"ch.8.24555156R","8",24499266,"RP11-624C23.1","chr8","3'UTR","AluJb","SINE","Alu"
"cg20826128","8",24848812,"CTD-2168K21.1","chr8","TSS1500","AluSx1","SINE","Alu"
"cg25162451","8",25158453,"DOCK5","chr8","Body","AluJb","SINE","Alu"
"cg21398322","8",25159174,"DOCK5","chr8","Body","FLAM_C","SINE","Alu"
"cg07476353","8",25279812,"GNRH1","chr8","Body","AluJb","SINE","Alu"
"cg24149562","8",25993495,"RN5S258","chr8","TSS1500","AluJo","SINE","Alu"
"cg18170297","8",26146010,"","chr8","","FRAM","SINE","Alu"
"cg09390951","8",26148048,"PPP2R2A","chr8","TSS1500","AluJr","SINE","Alu"
"cg10429189","8",26297781,"RP11-14I17.3","chr8","TSS1500","AluSz","SINE","Alu"
"cg23735851","8",26297774,"RP11-14I17.3","chr8","TSS1500","AluSz","SINE","Alu"
"cg24558112","8",26364710,"PNMA2","chr8","3'UTR","AluJb","SINE","Alu"
"cg25737744","8",26526255,"","chr8","","AluSc","SINE","Alu"
"cg11705100","8",26632139,"ADRA1A","chr8","Body","AluJb","SINE","Alu"
"cg15712821","8",27171969,"PTK2B","chr8","5'UTR","AluJb","SINE","Alu"
"cg25302704","8",27470629,"CLU","chr8","TSS1500","AluSz","SINE","Alu"
"cg20918219","8",27493854,"SCARA3","chr8","Body","AluJr","SINE","Alu"
"cg11384205","8",27536502,"U6","chr8","TSS1500","AluSx1","SINE","Alu"
"cg10395926","8",27536442,"U6","chr8","TSS1500","AluSx1","SINE","Alu"
"cg22104394","8",27587224,"","chr8","","AluSx1","SINE","Alu"
"cg23309907","8",27621820,"CCDC25","chr8","Body","AluJb","SINE","Alu"
"cg12844298","8",27625942,"CCDC25","chr8","Body","AluSz","SINE","Alu"
"cg22272888","8",27850772,"SCARA5","chr8","TSS1500","FLAM_C","SINE","Alu"
"cg09286444","8",27880317,"C8orf80","chr8","3'UTR","AluSg7","SINE","Alu"
"cg19954936","8",27941790,"NUGGC","chr8","TSS1500","AluSx1","SINE","Alu"
"cg11928962","8",27941792,"C8orf80","chr8","TSS1500","AluSx1","SINE","Alu"
"cg17875854","8",27950046,"ELP3","chr8","TSS1500","AluSx","SINE","Alu"
"cg02510729","8",28040971,"ELP3","chr8","Body","AluSx1","SINE","Alu"
"cg17830740","8",28229291,"ZNF395","chr8","5'UTR","AluSz6","SINE","Alu"
"cg17933385","8",28233798,"ZNF395","chr8","5'UTR","AluJb","SINE","Alu"
"cg26734167","8",28260790,"ZNF395","chr8","TSS1500","AluJr","SINE","Alu"
"cg10220850","8",28266470,"","chr8","","AluSx3","SINE","Alu"
"cg25421384","8",28277939,"RP11-181B11.1","chr8","TSS1500","AluSx","SINE","Alu"
"cg15709410","8",28277686,"RP11-181B11.1","chr8","TSS200","AluSx","SINE","Alu"
"cg20329723","8",28305820,"FBXO16","chr8","Body","AluJb","SINE","Alu"
"cg04629391","8",28341063,"FBXO16","chr8","5'UTR","AluSx","SINE","Alu"
"cg06820725","8",28386716,"MIR7641-2","chr8","TSS1500","AluJr","SINE","Alu"
"cg07811335","8",28457815,"EXTL3","chr8","TSS200","AluSz","SINE","Alu"
"cg01532946","8",28556590,"EXTL3","chr8","5'UTR","AluJb","SINE","Alu"
"cg23699809","8",28745972,"INTS9","chr8","Body","AluJb","SINE","Alu"
"cg06965610","8",28994608,"KIF13B","chr8","Body","AluY","SINE","Alu"
"cg27387660","8",29127926,"AC084262.1","chr8","TSS1500","FAM","SINE","Alu"
"ch.8.29541315F","8",29485396,"","chr8","","AluJr4","SINE","Alu"
"cg06456443","8",29717192,"","chr8","","AluSp","SINE","Alu"
"cg10742719","8",29856665,"","chr8","","AluSx","SINE","Alu"
"cg26499430","8",29882170,"","chr8","","AluSp","SINE","Alu"
"cg12939006","8",29919769,"","chr8","","AluSx1","SINE","Alu"
"cg18132919","8",29941776,"SARAF","chr8","TSS1500","AluSx","SINE","Alu"
"cg18977290","8",30013415,"DCTN6","chr8","TSS1500","AluJr","SINE","Alu"
"cg06264430","8",30039170,"MIR548O2","chr8","Body","AluJb","SINE","Alu"
"cg20791291","8",30087400,"","chr8","","AluJo","SINE","Alu"
"cg00990488","8",30208097,"TUBBP1","chr8","TSS1500","AluSx1","SINE","Alu"
"cg21339023","8",30222111,"","chr8","","AluSq2","SINE","Alu"
"cg20237264","8",30238735,"","chr8","","AluSx","SINE","Alu"
"cg06830145","8",30262272,"RBPMS","chr8","Body","AluSq2","SINE","Alu"
"cg05965490","8",30264627,"RBPMS","chr8","Body","AluSz","SINE","Alu"
"cg01962498","8",30299680,"RBPMS","chr8","Body","FLAM_A","SINE","Alu"
"cg27258878","8",30407398,"RBPMS","chr8","Body","AluY","SINE","Alu"
"cg15697579","8",30453088,"GTF2E2","chr8","Body","AluJb","SINE","Alu"
"cg13047386","8",30508195,"GTF2E2","chr8","Body","AluJr","SINE","Alu"
"cg04905173","8",30511505,"GTF2E2","chr8","5'UTR","AluJb","SINE","Alu"
"cg01988185","8",30516207,"GTF2E2","chr8","TSS1500","AluSz","SINE","Alu"
"cg09118417","8",30516195,"GTF2E2","chr8","TSS1500","AluSz","SINE","Alu"
"cg05305970","8",30518329,"","chr8","","AluSx1","SINE","Alu"
"cg02967821","8",30582335,"GSR","chr8","Body","AluSx","SINE","Alu"
"cg11633204","8",30585838,"GSR","chr8","TSS1500","AluJr","SINE","Alu"
"cg22990888","8",30585904,"GSR","chr8","TSS1500","AluJr","SINE","Alu"
"cg26329921","8",30593093,"UBXN8","chr8","5'UTR","AluSz","SINE","Alu"
"cg27215666","8",30600962,"UBXN8","chr8","TSS1500","AluSg","SINE","Alu"
"cg14878767","8",30649969,"PPP2CB","chr8","Body","AluJr","SINE","Alu"
"cg27534080","8",30652190,"PPP2CB","chr8","Body","FAM","SINE","Alu"
"cg16010427","8",30667246,"PPP2CB","chr8","Body","AluJb","SINE","Alu"
"cg09388991","8",30669313,"PPP2CB","chr8","Body","AluJb","SINE","Alu"
"cg26818893","8",30671413,"PPP2CB","chr8","TSS1500","AluSq2","SINE","Alu"
"cg00831770","8",30707156,"TEX15","chr8","TSS1500","AluSx1","SINE","Alu"
"cg06957003","8",30765641,"","chr8","","AluJb","SINE","Alu"
"cg01553112","8",30768029,"","chr8","","AluJb","SINE","Alu"
"cg18608151","8",30914808,"WRN","chr8","5'UTR","AluY","SINE","Alu"
"cg20240230","8",31883201,"NRG1-IT1","chr8","TSS200","AluY","SINE","Alu"
"cg18118834","8",31883729,"NRG1","chr8","Body","AluYa5","SINE","Alu"
"cg12427603","8",31883717,"NRG1-IT1","chr8","TSS200","AluYa5","SINE","Alu"
"cg07799643","8",32188749,"NRG1","chr8","Body","AluJb","SINE","Alu"
"cg01967363","8",33319403,"FUT10","chr8","5'UTR","AluSz","SINE","Alu"
"cg14204490","8",33330967,"FUT10","chr8","TSS1500","AluJo","SINE","Alu"
"cg01444149","8",33338897,"TTI2","chr8","3'UTR","AluSx1","SINE","Alu"
"cg02709717","8",33425043,"RNF122","chr8","TSS1500","AluSz6","SINE","Alu"
"cg09873213","8",33426004,"RNF122","chr8","TSS1500","AluJb","SINE","Alu"
"cg05517251","8",33432770,"","chr8","","AluSx","SINE","Alu"
"cg16369153","8",33458104,"DUSP26","chr8","TSS1500","AluSx1","SINE","Alu"
"cg27460077","8",34871472,"","chr8","","AluJb","SINE","Alu"
"cg11758022","8",35440771,"UNC5D","chr8","Body","AluJr4","SINE","Alu"
"cg13026596","8",35951940,"RP11-89M20.2","chr8","TSS1500","AluSg","SINE","Alu"
"cg00709091","8",36167238,"U6","chr8","TSS200","AluYc","SINE","Alu"
"cg08080050","8",36927989,"RP11-419C23.1","chr8","TSS1500","AluJr","SINE","Alu"
"cg21114049","8",37007351,"","chr8","","AluSx3","SINE","Alu"
"cg19104399","8",37619155,"PROSC","chr8","TSS1500","AluJo","SINE","Alu"
"cg04116790","8",37624489,"PROSC","chr8","Body","AluSx3","SINE","Alu"
"cg26836171","8",37640345,"GPR124","chr8","TSS1500","AluJr","SINE","Alu"
"cg17012806","8",37648582,"","chr8","","AluJr","SINE","Alu"
"cg25013571","8",37650291,"","chr8","","AluSq2","SINE","Alu"
"cg21533958","8",37653377,"GPR124","chr8","TSS1500","AluSx1","SINE","Alu"
"cg22454440","8",37703181,"BRF2","chr8","Body","FRAM","SINE","Alu"
"cg02894896","8",37706721,"BRF2","chr8","Body","AluJo","SINE","Alu"
"cg07976653","8",37725514,"RAB11FIP1","chr8","Body","FAM","SINE","Alu"
"cg22031164","8",37725569,"RAB11FIP1","chr8","Body","FAM","SINE","Alu"
"cg26974427","8",37727552,"RAB11FIP1","chr8","Body","FLAM_C","SINE","Alu"
"cg26196971","8",37736389,"RAB11FIP1","chr8","Body","AluJr","SINE","Alu"
"cg23743590","8",37736428,"RAB11FIP1","chr8","Body","AluJr","SINE","Alu"
"cg16840978","8",37753555,"RAB11FIP1","chr8","Body","AluSx1","SINE","Alu"
"cg23113022","8",37757546,"RAB11FIP1","chr8","TSS1500","AluJo","SINE","Alu"
"cg10117609","8",37760719,"","chr8","","AluJo","SINE","Alu"
"cg20154938","8",37793789,"GOT1L1","chr8","Body","AluJr4","SINE","Alu"
"cg06698828","8",37798693,"GOT1L1","chr8","TSS1500","AluSp","SINE","Alu"
"cg19806221","8",37824765,"ADRB3","chr8","TSS1500","FLAM_A","SINE","Alu"
"cg00432461","8",37825156,"ADRB3","chr8","TSS1500","AluSc","SINE","Alu"
"cg15383879","8",37825160,"ADRB3","chr8","TSS1500","AluSc","SINE","Alu"
"cg04217082","8",37889752,"EIF4EBP1","chr8","Body","AluJr","SINE","Alu"
"cg04779070","8",37920432,"KB-1836B5.1","chr8","5'UTR","AluSz6","SINE","Alu"
"cg00349636","8",37960185,"","chr8","","AluY","SINE","Alu"
"cg06021611","8",37967201,"ASH2L","chr8","5'UTR","AluSx","SINE","Alu"
"cg18865121","8",37994981,"ASH2L","chr8","Body","AluY","SINE","Alu"
"cg16072969","8",38088541,"DDHD2","chr8","TSS1500","AluJr","SINE","Alu"
"cg17516945","8",38088501,"DDHD2","chr8","TSS1500","AluJr","SINE","Alu"
"cg23730151","8",38106911,"DDHD2","chr8","Body","AluYc","SINE","Alu"
"cg15946718","8",38123230,"PPAPDC1B","chr8","Body","AluSx","SINE","Alu"
"cg14787136","8",38192654,"WHSC1L1","chr8","Body","AluSx","SINE","Alu"
"cg01146077","8",38192662,"WHSC1L1","chr8","Body","AluSx","SINE","Alu"
"cg13709773","8",38206468,"WHSC1L1","chr8","5'UTR","AluJb","SINE","Alu"
"cg09886619","8",38253313,"LETM2","chr8","Body","AluSx1","SINE","Alu"
"cg02779991","8",38253973,"LETM2","chr8","Body","AluSx","SINE","Alu"
"cg25206306","8",38415908,"RP11-675F6.4","chr8","3'UTR","AluJo","SINE","Alu"
"cg25160034","8",38460153,"RNF5P1","chr8","TSS1500","AluJr","SINE","Alu"
"cg00766929","8",38525037,"","chr8","","AluSp","SINE","Alu"
"cg07396903","8",38600452,"TACC1","chr8","5'UTR","AluSz","SINE","Alu"
"cg22543602","8",38610736,"TACC1","chr8","5'UTR","AluJo","SINE","Alu"
"cg02370040","8",38641227,"TACC1","chr8","5'UTR","AluSx1","SINE","Alu"
"cg10824697","8",38696603,"TACC1","chr8","Body","AluJo","SINE","Alu"
"cg05191962","8",38731368,"","chr8","","FLAM_C","SINE","Alu"
"cg26376403","8",38860544,"ADAM9","chr8","Body","AluSx3","SINE","Alu"
"cg27417469","8",38964858,"ADAM32","chr8","TSS200","FLAM_A","SINE","Alu"
"cg12233751","8",39417353,"AC123767.1","chr8","TSS1500","FAM","SINE","Alu"
"cg17311802","8",39696062,"ADAM2","chr8","TSS1500","AluSx1","SINE","Alu"
"cg01254196","8",39759261,"IDO1","chr8","TSS1500","AluSq2","SINE","Alu"
"cg00917566","8",39787728,"RP11-44K6.3","chr8","3'UTR","AluY","SINE","Alu"
"cg26422456","8",39972111,"RP11-359E19.2","chr8","TSS200","AluSz","SINE","Alu"
"cg11496236","8",39972113,"RP11-359E19.2","chr8","TSS200","AluSz","SINE","Alu"
"cg01649601","8",40201327,"CTA-392C11.1","chr8","TSS1500","AluSx1","SINE","Alu"
"cg21093043","8",40392927,"ZMAT4","chr8","Body","AluSc","SINE","Alu"
"cg20630363","8",40616749,"ZMAT4","chr8","Body","AluSg","SINE","Alu"
"cg20587332","8",40736768,"ZMAT4","chr8","5'UTR","AluJo","SINE","Alu"
"cg06769094","8",41151382,"SFRP1","chr8","Body","AluJb","SINE","Alu"
"cg00394247","8",41249192,"","chr8","","AluY","SINE","Alu"
"cg00447085","8",41272824,"","chr8","","FLAM_A","SINE","Alu"
"cg05006412","8",41386263,"GINS4","chr8","TSS1500","AluJr","SINE","Alu"
"cg23688868","8",41386012,"GINS4","chr8","TSS1500","AluJr","SINE","Alu"
"cg02320694","8",41390030,"GINS4","chr8","Body","FLAM_C","SINE","Alu"
"ch.8.975024F","8",41396493,"GINS4","chr8","Body","AluSx1","SINE","Alu"
"cg17298818","8",41420945,"RP11-360L9.4","chr8","5'UTR","AluSx","SINE","Alu"
"cg26897681","8",41439802,"AGPAT6","chr8","5'UTR","AluSx","SINE","Alu"
"cg15672732","8",41543352,"ANK1","chr8","Body","AluJo","SINE","Alu"
"cg14946894","8",41660378,"ANK1","chr8","Body","AluJb","SINE","Alu"
"cg00727586","8",41996326,"","chr8","","AluSx1","SINE","Alu"
"cg12959367","8",42024239,"AP3M2","chr8","Body","AluJb","SINE","Alu"
"cg14882401","8",42067982,"","chr8","","AluSx3","SINE","Alu"
"cg26394282","8",42122810,"RP11-231D20.2","chr8","3'UTR","FLAM_A","SINE","Alu"
"cg05570682","8",42132866,"IKBKB","chr8","Body","AluJb","SINE","Alu"
"cg17084204","8",42182071,"IKBKB","chr8","Body","AluSz","SINE","Alu"
"cg16439296","8",42245169,"","chr8","","AluSq","SINE","Alu"
"cg03082934","8",42248832,"VDAC3","chr8","TSS1500","AluJo","SINE","Alu"
"cg03799957","8",42249026,"VDAC3","chr8","TSS1500","AluJo","SINE","Alu"
"cg17459219","8",42248927,"VDAC3","chr8","TSS1500","AluJo","SINE","Alu"
"cg23647248","8",42265874,"","chr8","","AluSx1","SINE","Alu"
